customer_id,year_of_birth,age,education,marital_status,income,num_kids,num_teens,total_kids,date_joined,days_since_joined,days_since_last_purchase,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_products,total_spent,num_deal_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,purchase_frequency,accepted_cmp_1,accepted_cmp_2,accepted_cmp_3,accepted_cmp_4,accepted_cmp_5,accepted_cmp_6,total_accepted_cmp,complained,length,recency,frequency,monetary,l_score,r_score,f_score,m_score,lrfm_score_combined,lrfm_segment_combined
6201,1978,36,Postgraduate,Single,38643.0,1,1,2,2013-11-29,373,45,22,2,14,0,1,10,49,2,2,0,3,7,6,0,0,0,0,0,0,0,1,373,373,6,49,2,3,4,1,2341,New Customers - Low Engagement and Value
2061,1955,59,Postgraduate,Relationship,50737.0,0,1,1,2013-11-05,397,61,78,0,11,0,0,10,99,1,2,0,4,6,7,0,0,0,1,0,0,1,0,397,397,7,99,2,3,4,2,2342,New Customers - Low Engagement and Value
6184,1969,45,Postgraduate,Relationship,68462.0,0,0,0,2012-12-12,725,6,561,64,785,84,128,48,1670,1,3,3,8,1,15,0,0,0,0,0,0,0,0,725,725,15,1670,4,1,2,4,4124,At Risk Customers - Low Engagement
6142,1943,71,Postgraduate,Relationship,65073.0,0,0,0,2013-08-20,474,65,629,17,177,69,0,8,900,1,5,3,5,2,14,0,0,0,0,0,0,0,1,474,474,14,900,2,3,2,3,2323,New Customers - High Engagement and Value
4107,1948,66,Postgraduate,Relationship,46681.0,0,2,2,2013-08-10,484,52,269,15,69,15,19,38,425,2,4,6,4,5,15,0,0,0,0,0,0,0,0,484,484,15,425,2,3,2,3,2323,New Customers - High Engagement and Value
7274,1957,57,Postgraduate,Relationship,78618.0,0,0,0,2012-09-28,800,87,736,163,818,212,163,61,2153,1,4,7,10,2,22,0,0,0,1,0,0,1,0,800,800,22,2153,4,1,1,4,4114,At Risk Customers - Low Engagement
9336,1969,45,Postgraduate,Single,62187.0,0,1,1,2014-03-22,260,38,512,0,83,0,0,41,636,3,6,2,10,4,19,0,0,0,0,0,0,0,0,260,260,19,636,1,4,2,3,1423,New Customers - High Engagement and Value
2958,1978,36,Postgraduate,Relationship,28442.0,2,0,2,2014-02-24,286,53,19,3,10,11,8,6,57,3,2,1,4,4,8,0,0,0,0,0,0,0,0,286,286,8,57,1,4,3,1,1431,New Customers - Low Engagement and Value
933,1978,36,Postgraduate,Relationship,37717.0,1,0,1,2012-11-23,744,31,9,0,6,4,1,5,25,1,1,0,2,9,4,0,0,0,0,0,0,0,0,744,744,4,25,4,1,4,1,4141,At Risk Customers - Low Engagement
5837,1967,47,Postgraduate,Relationship,51479.0,1,1,2,2012-12-28,709,67,247,8,160,6,8,65,494,7,6,3,6,7,16,0,0,0,0,0,0,0,0,709,709,16,494,4,1,2,3,4123,At Risk Customers - Low Engagement
10704,1969,45,Postgraduate,Single,54803.0,0,1,1,2012-08-21,838,65,404,0,92,28,27,142,693,2,6,2,9,4,18,0,0,0,0,0,0,0,0,838,838,18,693,4,1,2,3,4123,At Risk Customers - Low Engagement
5125,1960,54,Postgraduate,Relationship,79530.0,0,0,0,2013-05-17,569,64,333,0,815,129,42,29,1348,1,4,10,11,2,26,0,0,0,0,0,0,0,0,569,569,26,1348,3,2,1,4,3214,At Risk Customers - Low Engagement
4432,1976,38,Postgraduate,Single,31615.0,1,0,1,2013-03-16,631,82,2,3,20,6,11,9,51,2,2,0,3,7,6,0,0,0,0,0,0,0,0,631,631,6,51,3,2,4,1,3241,At Risk Customers - Low Engagement
5955,1962,52,Postgraduate,Relationship,72025.0,0,0,0,2012-11-17,750,27,833,33,549,151,133,233,1932,1,4,3,8,3,16,0,0,0,0,0,0,0,0,750,750,16,1932,4,1,2,4,4124,At Risk Customers - Low Engagement
2928,1975,39,Postgraduate,Single,52614.0,0,1,1,2012-01-12,1060,63,789,0,142,12,9,38,990,2,2,4,8,8,15,0,0,0,0,0,0,0,0,1060,1060,15,990,4,1,2,3,4123,At Risk Customers - Low Engagement
5680,1984,30,Postgraduate,Relationship,35684.0,1,0,1,2014-04-22,229,66,10,4,7,0,6,3,30,1,1,0,3,6,5,0,0,0,0,0,0,0,0,229,229,5,30,1,4,4,1,1441,New Customers - Low Engagement and Value
10313,1975,39,Postgraduate,Relationship,48178.0,1,1,2,2012-10-28,770,69,159,4,45,6,2,38,254,6,5,1,4,8,11,0,0,0,0,0,0,0,0,770,770,11,254,4,1,3,2,4132,At Risk Customers - Low Engagement
2557,1970,44,Postgraduate,Single,29548.0,1,0,1,2013-08-29,465,52,7,1,6,3,1,11,29,1,1,1,2,4,5,0,0,1,0,0,0,1,0,465,465,5,29,2,3,4,1,2341,New Customers - Low Engagement and Value
1245,1966,48,Postgraduate,Single,63810.0,0,1,1,2012-11-11,756,45,977,12,253,16,12,101,1371,4,4,3,12,8,20,0,0,0,1,0,0,1,0,756,756,20,1371,4,1,1,4,4114,At Risk Customers - Low Engagement
1519,1972,42,Postgraduate,Single,38578.0,1,1,2,2013-06-22,533,2,38,4,22,3,3,3,73,3,3,0,3,8,7,0,0,0,0,0,1,1,0,533,533,7,73,3,2,4,2,3242,At Risk Customers - Low Engagement
10703,1975,39,Postgraduate,Single,46098.0,1,1,2,2012-08-18,841,86,57,0,27,0,0,36,120,4,3,2,2,8,8,0,0,0,0,0,0,0,0,841,841,8,120,4,1,3,2,4132,At Risk Customers - Low Engagement
1726,1970,44,Postgraduate,Single,22585.0,0,0,0,2013-03-18,629,23,3,9,15,13,2,39,81,1,1,1,2,9,5,0,0,1,0,0,1,2,0,629,629,5,81,3,2,4,2,3242,At Risk Customers - Low Engagement
4459,1989,25,Postgraduate,Single,30279.0,1,0,1,2012-12-30,707,13,10,4,14,4,4,1,37,1,1,0,3,8,5,0,0,0,0,0,0,0,0,707,707,5,37,4,1,4,1,4141,At Risk Customers - Low Engagement
1729,1961,53,Postgraduate,Relationship,66426.0,0,1,1,2013-02-10,665,14,1043,24,97,32,24,157,1377,2,3,5,10,6,19,0,0,0,0,0,0,0,0,665,665,19,1377,3,2,2,4,3224,At Risk Customers - Low Engagement
1517,1969,45,Postgraduate,Single,30822.0,1,0,1,2013-06-14,541,92,3,9,13,2,12,12,51,1,1,0,3,7,5,0,0,0,0,0,0,0,0,541,541,5,51,3,2,4,1,3241,At Risk Customers - Low Engagement
2098,1969,45,Postgraduate,Relationship,33581.0,2,0,2,2013-08-01,493,38,11,0,5,0,0,1,17,1,1,0,2,8,4,0,0,0,0,0,0,0,0,493,493,4,17,2,3,4,1,2341,New Customers - Low Engagement and Value
9543,1985,29,Postgraduate,Relationship,19986.0,1,0,1,2013-11-14,388,74,3,6,5,0,2,6,22,1,0,0,3,7,4,0,0,0,0,0,0,0,0,388,388,4,22,2,3,4,1,2341,New Customers - Low Engagement and Value
6878,1954,60,Postgraduate,Single,27421.0,0,0,0,2012-12-12,725,14,43,12,96,78,40,55,324,3,4,1,6,7,12,0,0,0,0,0,0,0,0,725,725,12,324,4,1,3,2,4132,At Risk Customers - Low Engagement
3310,1973,41,Postgraduate,Relationship,35688.0,2,1,3,2012-08-22,837,94,73,3,90,12,1,32,211,7,4,1,4,8,10,0,0,0,0,0,0,0,0,837,837,10,211,4,1,3,2,4132,At Risk Customers - Low Engagement
2724,1981,33,Postgraduate,Single,36143.0,1,0,1,2014-03-30,252,33,12,0,1,0,0,6,19,1,0,1,2,3,4,0,0,0,0,0,0,0,0,252,252,4,19,1,4,4,1,1441,New Customers - Low Engagement and Value
948,1971,43,Postgraduate,Single,10245.0,1,0,1,2013-05-15,571,32,4,7,7,6,4,13,41,3,1,2,2,5,6,0,0,0,0,0,0,0,0,571,571,6,41,3,2,4,1,3241,At Risk Customers - Low Engagement
6720,1968,46,Postgraduate,Relationship,43795.0,0,1,1,2013-10-16,417,11,314,11,53,4,3,107,492,3,7,3,4,7,15,0,0,0,1,0,1,2,0,417,417,15,492,2,3,2,3,2323,New Customers - High Engagement and Value
6202,1960,54,Postgraduate,Relationship,63381.0,0,1,1,2012-05-10,941,78,571,50,142,33,50,159,1005,4,4,5,13,2,23,0,0,0,0,0,0,0,0,941,941,23,1005,4,1,1,3,4113,At Risk Customers - Low Engagement
2066,1949,65,Postgraduate,Relationship,38823.0,0,1,1,2012-08-30,829,56,70,0,11,2,8,23,114,1,2,1,3,6,7,0,0,0,0,0,0,0,0,829,829,7,114,4,1,4,2,4142,At Risk Customers - Low Engagement
9799,1968,46,Postgraduate,Single,83664.0,1,1,2,2013-08-05,489,57,866,21,151,28,21,86,1173,3,2,2,12,5,17,0,0,0,0,0,0,0,0,489,489,17,1173,2,3,2,4,2324,New Customers - High Engagement and Value
8318,1979,35,Postgraduate,Relationship,90300.0,0,0,0,2014-03-01,281,7,594,134,786,33,134,57,1738,0,5,6,8,1,20,0,0,0,0,1,0,1,0,281,281,20,1738,1,4,1,4,1414,New Customers - High Engagement and Value
5642,1979,35,Postgraduate,Relationship,62499.0,1,0,1,2013-09-12,451,0,140,4,61,0,13,4,222,2,3,1,6,4,11,0,0,0,0,0,0,0,0,451,451,11,222,2,3,3,2,2332,New Customers - Low Engagement and Value
2669,1993,21,Postgraduate,Single,74293.0,0,0,0,2014-04-05,246,66,375,152,335,93,91,81,1127,1,5,4,6,2,16,0,0,0,0,0,0,0,0,246,246,16,1127,1,4,2,4,1424,New Customers - High Engagement and Value
455,1946,68,Postgraduate,Relationship,51012.0,0,0,0,2013-04-18,598,86,102,9,63,2,9,24,209,1,4,1,4,6,10,0,0,0,0,0,0,0,0,598,598,10,209,3,2,3,2,3232,At Risk Customers - Low Engagement
7683,1968,46,Postgraduate,Relationship,70777.0,0,1,1,2014-02-25,285,80,554,35,113,0,7,78,787,3,5,3,12,3,21,0,0,0,0,0,0,0,0,285,285,21,787,1,4,1,3,1413,New Customers - High Engagement and Value
3428,1991,23,Postgraduate,Relationship,68682.0,0,0,0,2013-06-10,545,56,919,0,505,99,30,45,1598,1,4,9,10,2,24,0,0,0,0,0,0,0,0,545,545,24,1598,3,2,1,4,3214,At Risk Customers - Low Engagement
7414,1971,43,Postgraduate,Relationship,43824.0,1,1,2,2012-09-15,813,18,96,1,42,12,3,32,186,4,3,1,4,8,9,0,0,0,0,0,0,0,0,813,813,9,186,4,1,3,2,4132,At Risk Customers - Low Engagement
6354,1984,30,Postgraduate,Relationship,15345.0,1,0,1,2012-08-31,828,51,5,2,16,3,2,19,47,2,1,1,2,8,5,0,0,0,0,0,1,1,0,828,828,5,47,4,1,4,1,4141,At Risk Customers - Low Engagement
798,1987,27,Postgraduate,Single,23442.0,1,0,1,2012-12-24,713,71,2,0,6,8,6,5,27,1,1,0,3,7,5,0,0,0,0,0,0,0,0,713,713,5,27,4,1,4,1,4141,At Risk Customers - Low Engagement
8213,1980,34,Postgraduate,Relationship,14515.0,1,0,1,2012-09-11,817,71,6,4,9,6,36,35,96,4,2,2,3,7,8,0,0,0,0,0,1,1,0,817,817,8,96,4,1,3,2,4132,At Risk Customers - Low Engagement
2488,1956,58,Postgraduate,Single,31395.0,1,1,2,2013-03-23,624,80,23,1,25,0,8,7,64,4,2,1,3,6,7,0,0,0,0,0,0,0,0,624,624,7,64,3,2,4,1,3241,At Risk Customers - Low Engagement
9999,1965,49,Postgraduate,Relationship,75276.0,0,0,0,2012-09-27,801,2,610,105,125,137,42,21,1040,1,9,4,9,5,23,0,0,0,0,0,0,0,0,801,801,23,1040,4,1,1,3,4113,At Risk Customers - Low Engagement
7617,1974,40,Postgraduate,Single,42373.0,1,1,2,2013-08-15,479,83,67,5,61,3,8,19,163,5,2,1,5,5,9,0,0,0,0,0,0,0,0,479,479,9,163,2,3,3,2,2332,New Customers - Low Engagement and Value
615,1960,54,Postgraduate,Relationship,30507.0,0,0,0,2013-11-03,399,29,65,36,74,38,20,110,343,1,5,1,4,7,11,0,0,0,0,0,0,0,0,399,399,11,343,2,3,3,2,2332,New Customers - Low Engagement and Value
2552,1955,59,Postgraduate,Single,55521.0,1,2,3,2013-10-22,411,11,416,0,26,0,0,4,446,9,6,3,6,7,16,0,0,0,1,0,1,2,0,411,411,16,446,2,3,2,3,2323,New Customers - High Engagement and Value
194,1965,49,Postgraduate,Relationship,48006.0,1,1,2,2014-09-06,92,55,23,0,11,3,2,2,41,1,1,0,3,6,5,0,0,0,0,0,0,0,0,92,92,5,41,1,4,4,1,1441,New Customers - Low Engagement and Value
3645,1972,42,Postgraduate,Single,27213.0,1,0,1,2012-08-30,829,19,19,3,26,10,9,3,70,3,2,0,4,8,7,0,0,0,0,0,1,1,0,829,829,7,70,4,1,4,2,4142,At Risk Customers - Low Engagement
8890,1971,43,Postgraduate,Single,65808.0,1,1,2,2014-05-30,191,1,155,7,80,13,7,10,272,3,5,1,5,6,12,0,0,0,0,0,0,0,0,191,191,12,272,1,4,3,2,1432,New Customers - Low Engagement and Value
5049,1974,40,Postgraduate,Relationship,30351.0,1,0,1,2013-06-06,549,19,14,0,24,3,3,2,46,1,3,0,2,9,6,0,0,0,0,0,0,0,0,549,549,6,46,3,2,4,1,3241,At Risk Customers - Low Engagement
9973,1963,51,Postgraduate,Relationship,50437.0,0,2,2,2012-10-17,781,28,370,9,92,6,9,4,490,3,7,1,8,7,17,0,0,0,0,0,0,0,0,781,781,17,490,4,1,2,3,4123,At Risk Customers - Low Engagement
7301,1982,32,Postgraduate,Single,23616.0,1,0,1,2012-11-17,750,76,4,22,11,3,7,32,79,2,3,0,3,8,7,0,0,0,0,0,1,1,0,750,750,7,79,4,1,4,2,4142,At Risk Customers - Low Engagement
10882,1976,38,Postgraduate,Relationship,53858.0,0,1,1,2012-09-11,817,50,407,53,221,58,150,26,915,4,4,3,6,4,14,0,0,0,0,0,0,0,0,817,817,14,915,4,1,2,3,4123,At Risk Customers - Low Engagement
7030,1955,59,Postgraduate,Relationship,66465.0,0,1,1,2013-03-30,617,1,1200,0,204,38,29,14,1485,3,11,9,12,6,33,1,0,0,0,0,0,1,0,617,617,33,1485,3,2,1,4,3214,At Risk Customers - Low Engagement
7422,1987,27,Postgraduate,Single,46923.0,1,0,1,2012-08-22,837,90,85,44,54,102,78,6,369,3,5,1,7,7,14,0,0,0,0,0,0,0,0,837,837,14,369,4,1,2,2,4122,Inactive Old Customers - Low Engagement
3523,1962,52,Postgraduate,Relationship,75072.0,0,1,1,2013-01-23,683,83,583,34,309,0,22,125,1073,2,5,4,8,3,18,0,0,0,0,0,0,0,0,683,683,18,1073,3,2,2,4,3224,At Risk Customers - Low Engagement
7106,1943,71,Postgraduate,Relationship,75865.0,0,0,0,2014-03-31,251,73,483,0,591,156,0,12,1242,1,3,5,10,1,19,0,0,0,0,0,0,0,0,251,251,19,1242,1,4,2,4,1424,New Customers - High Engagement and Value
6504,1975,39,Postgraduate,Relationship,19789.0,1,0,1,2013-11-20,382,24,2,5,9,28,6,28,78,3,2,1,3,5,7,0,0,1,0,0,0,1,0,382,382,7,78,2,3,4,2,2342,New Customers - Low Engagement and Value
5067,1994,20,Postgraduate,Relationship,80134.0,0,0,0,2014-02-14,296,11,966,26,282,52,26,26,1378,1,2,7,11,5,21,1,1,0,1,1,0,4,0,296,296,21,1378,1,4,1,4,1414,New Customers - High Engagement and Value
4216,1981,33,Postgraduate,Single,91065.0,0,0,0,2013-02-22,653,33,822,114,108,179,137,114,1474,1,7,9,9,3,26,1,0,0,0,1,1,3,0,653,653,26,1474,3,2,1,4,3214,At Risk Customers - Low Engagement
8581,1971,43,Postgraduate,Relationship,49505.0,1,1,2,2013-05-03,583,4,604,0,100,19,0,28,751,9,10,2,8,8,21,0,0,0,0,0,0,0,0,583,583,21,751,3,2,1,3,3213,At Risk Customers - Low Engagement
5929,1973,41,Postgraduate,Relationship,37401.0,1,0,1,2014-06-05,185,14,19,3,19,3,1,3,48,2,2,0,3,7,6,0,0,0,0,0,0,0,0,185,185,6,48,1,4,4,1,1441,New Customers - Low Engagement and Value
3129,1983,31,Postgraduate,Relationship,30096.0,1,0,1,2014-05-22,199,30,5,3,11,12,5,9,45,1,2,0,3,6,6,0,0,0,0,0,0,0,0,199,199,6,45,1,4,4,1,1441,New Customers - Low Engagement and Value
6528,1982,32,Postgraduate,Relationship,18492.0,1,0,1,2014-05-06,215,75,2,2,2,2,1,1,10,1,1,0,2,8,4,0,0,0,0,0,0,0,0,215,215,4,10,1,4,4,1,1441,New Customers - Low Engagement and Value
1361,1974,40,Postgraduate,Relationship,82584.0,0,0,0,2013-04-06,610,26,1076,68,103,29,91,68,1435,1,3,4,8,1,16,0,0,0,1,1,1,3,0,610,610,16,1435,3,2,2,4,3224,At Risk Customers - Low Engagement
6932,1941,73,Postgraduate,Relationship,93027.0,0,0,0,2013-04-13,603,77,1285,42,716,55,0,21,2119,0,7,10,5,2,23,0,0,0,0,1,0,1,0,603,603,23,2119,3,2,1,4,3214,At Risk Customers - Low Engagement
7284,1953,61,Postgraduate,Relationship,48686.0,1,2,3,2013-04-12,604,8,10,0,7,2,0,1,20,1,1,0,2,8,4,0,0,0,0,0,0,0,0,604,604,4,20,3,2,4,1,3241,At Risk Customers - Low Engagement
1340,1986,28,Postgraduate,Relationship,92910.0,0,0,0,2014-04-24,227,42,551,137,792,179,103,33,1795,1,6,7,13,1,27,1,0,0,1,1,0,3,0,227,227,27,1795,1,4,1,4,1414,New Customers - High Engagement and Value
8746,1989,25,Postgraduate,Relationship,75433.0,1,0,1,2014-05-04,217,28,800,0,297,0,34,57,1188,2,2,5,10,6,18,1,0,0,1,0,0,2,0,217,217,18,1188,1,4,2,4,1424,New Customers - High Engagement and Value
5987,1989,25,Postgraduate,Relationship,10404.0,1,0,1,2014-04-05,246,52,2,2,11,10,6,12,43,2,1,0,4,5,6,0,0,0,0,0,0,0,0,246,246,6,43,1,4,4,1,1441,New Customers - Low Engagement and Value
3767,1968,46,Postgraduate,Relationship,61314.0,0,1,1,2013-04-25,591,1,378,0,189,97,172,172,1008,2,5,5,12,3,23,0,0,0,0,0,0,0,0,591,591,23,1008,3,2,1,3,3213,At Risk Customers - Low Engagement
3725,1961,53,Postgraduate,Single,84865.0,0,0,0,2013-09-05,458,1,1248,16,349,43,16,16,1688,1,2,4,9,4,16,1,1,0,1,1,1,5,0,458,458,16,1688,2,3,2,4,2324,New Customers - High Engagement and Value
4324,1989,25,Postgraduate,Relationship,42387.0,1,0,1,2012-10-29,769,42,235,0,235,19,4,191,684,5,8,1,7,8,17,0,0,0,0,0,0,0,0,769,769,17,684,4,1,2,3,4123,At Risk Customers - Low Engagement
238,1967,47,Postgraduate,Relationship,67309.0,1,1,2,2013-01-23,683,76,515,47,181,149,95,95,1082,15,9,6,9,7,25,0,0,0,0,0,0,0,0,683,683,25,1082,3,2,1,4,3214,At Risk Customers - Low Engagement
6694,1964,50,Postgraduate,Relationship,75236.0,0,1,1,2013-11-25,377,27,438,66,400,12,38,114,1068,1,8,3,13,4,25,0,0,0,0,0,0,0,0,377,377,25,1068,2,3,1,4,2314,New Customers - High Engagement and Value
498,1970,44,Postgraduate,Single,30015.0,1,0,1,2014-02-02,308,28,25,0,22,2,3,5,57,2,1,0,4,5,6,0,0,0,0,0,0,0,0,308,308,6,57,1,4,4,1,1441,New Customers - Low Engagement and Value
9347,1956,58,Postgraduate,Relationship,50943.0,0,1,1,2013-06-21,534,49,31,0,7,2,0,6,46,1,1,0,3,5,5,0,0,0,0,0,0,0,0,534,534,5,46,3,2,4,1,3241,At Risk Customers - Low Engagement
9699,1966,48,Postgraduate,Single,67272.0,0,1,1,2013-12-21,351,12,357,35,271,28,28,14,733,3,6,2,12,5,21,0,0,0,0,0,0,0,0,351,351,21,733,2,3,1,3,2313,New Customers - High Engagement and Value
10664,1949,65,Postgraduate,Single,51529.0,0,1,1,2013-07-09,516,14,400,4,35,6,0,22,467,2,9,1,5,8,16,0,0,0,0,0,0,0,0,516,516,16,467,3,2,2,3,3223,At Risk Customers - Low Engagement
5455,1971,43,Postgraduate,Relationship,32011.0,1,0,1,2013-08-22,472,89,99,0,15,2,1,5,122,3,2,1,4,7,8,0,0,0,0,0,0,0,0,472,472,8,122,2,3,3,2,2332,New Customers - Low Engagement and Value
456,1986,28,Postgraduate,Relationship,7500.0,1,0,1,2013-07-02,523,96,1,11,5,4,6,9,36,2,2,0,3,8,6,0,0,0,0,0,0,0,0,523,523,6,36,3,2,4,1,3241,At Risk Customers - Low Engagement
5012,1989,25,Postgraduate,Relationship,28691.0,1,0,1,2013-04-07,609,56,5,4,13,8,0,4,34,1,1,0,3,8,5,0,0,0,0,0,0,0,0,609,609,5,34,3,2,4,1,3241,At Risk Customers - Low Engagement
7495,1948,66,Postgraduate,Relationship,56223.0,0,1,1,2013-12-20,352,72,77,28,31,16,0,4,156,2,2,1,5,4,9,0,0,0,0,0,0,0,0,352,352,9,156,2,3,3,2,2332,New Customers - Low Engagement and Value
5029,1946,68,Postgraduate,Relationship,18100.0,0,0,0,2013-06-08,547,14,3,1,2,4,3,1,14,1,0,0,3,5,4,0,0,0,0,0,0,0,0,547,547,4,14,3,2,4,1,3241,At Risk Customers - Low Engagement
10642,1989,25,Postgraduate,Single,30279.0,1,0,1,2012-12-30,707,13,10,4,14,4,4,1,37,1,1,0,3,8,5,0,0,0,0,0,0,0,0,707,707,5,37,4,1,4,1,4141,At Risk Customers - Low Engagement
2106,1974,40,Postgraduate,Relationship,20130.0,0,0,0,2014-03-17,265,99,0,6,3,7,6,12,34,1,1,0,3,8,5,0,0,0,0,0,0,0,0,265,265,5,34,1,4,4,1,1441,New Customers - Low Engagement and Value
10364,1959,55,Postgraduate,Single,23295.0,0,0,0,2013-07-13,512,72,0,0,1,2,12,5,20,1,1,0,2,8,4,0,0,0,0,0,0,0,0,512,512,4,20,2,3,4,1,2341,New Customers - Low Engagement and Value
5954,1972,42,Postgraduate,Single,42618.0,1,0,1,2013-09-10,453,92,76,14,74,13,5,10,192,2,5,0,4,8,10,0,0,0,0,0,0,0,0,453,453,10,192,2,3,3,2,2332,New Customers - Low Engagement and Value
1137,1964,50,Postgraduate,Single,81246.0,0,0,0,2013-12-29,343,87,398,190,537,61,156,37,1379,1,4,5,7,1,17,1,0,1,0,0,0,2,0,343,343,17,1379,2,3,2,4,2324,New Customers - High Engagement and Value
2541,1976,38,Postgraduate,Relationship,24027.0,1,0,1,2013-09-06,457,7,14,7,11,11,0,5,48,2,2,0,3,8,6,0,0,0,0,0,0,0,0,457,457,6,48,2,3,4,1,2341,New Customers - Low Engagement and Value
1142,1953,61,Postgraduate,Relationship,55707.0,0,1,1,2013-12-22,350,91,208,7,82,30,66,35,428,2,3,2,9,3,15,0,0,0,0,0,0,0,0,350,350,15,428,2,3,2,3,2323,New Customers - High Engagement and Value
2276,1955,59,Postgraduate,Single,57959.0,0,1,1,2013-02-05,670,71,430,16,322,43,24,33,868,5,4,7,11,3,23,0,0,0,0,0,0,0,0,670,670,23,868,3,2,1,3,3213,At Risk Customers - Low Engagement
2807,1969,45,Postgraduate,Relationship,56796.0,0,1,1,2013-02-16,659,24,656,38,161,62,47,37,1001,3,8,9,7,7,25,0,0,0,0,0,0,0,0,659,659,25,1001,3,2,1,3,3213,At Risk Customers - Low Engagement
6471,1971,43,Postgraduate,Single,36230.0,1,0,1,2013-10-17,416,17,14,2,30,8,2,3,59,1,2,0,4,5,7,0,0,0,0,0,0,0,0,416,416,7,59,2,3,4,1,2341,New Customers - Low Engagement and Value
6131,1980,34,Postgraduate,Relationship,70829.0,1,1,2,2013-01-12,694,87,141,70,106,72,19,23,431,2,4,2,8,3,15,0,0,0,0,0,0,0,0,694,694,15,431,4,1,2,3,4123,At Risk Customers - Low Engagement
6233,1976,38,Postgraduate,Relationship,65991.0,0,1,1,2012-07-09,881,21,507,19,364,25,47,9,971,3,9,5,10,7,25,0,0,0,0,0,0,0,0,881,881,25,971,4,1,1,3,4113,At Risk Customers - Low Engagement
4148,1972,42,Postgraduate,Relationship,38988.0,1,2,3,2012-08-20,839,90,164,24,103,12,3,42,348,7,5,1,6,8,13,0,0,0,0,0,0,0,0,839,839,13,348,4,1,3,2,4132,At Risk Customers - Low Engagement
4947,1966,48,Postgraduate,Single,89572.0,0,0,0,2012-09-15,813,44,606,24,974,197,194,64,2059,1,7,7,9,4,24,1,0,0,1,0,1,3,0,813,813,24,2059,4,1,1,4,4114,At Risk Customers - Low Engagement
3225,1984,30,Postgraduate,Relationship,42207.0,1,0,1,2013-01-04,702,71,116,11,72,3,17,46,265,4,4,1,5,6,11,0,0,1,0,0,1,2,0,702,702,11,265,4,1,3,2,4132,At Risk Customers - Low Engagement
7540,1952,62,Postgraduate,Relationship,50300.0,0,1,1,2014-05-25,196,52,143,15,60,24,23,5,270,2,2,1,8,2,12,0,0,0,0,0,0,0,0,196,196,12,270,1,4,3,2,1432,New Customers - Low Engagement and Value
10648,1982,32,Postgraduate,Relationship,66664.0,0,0,0,2012-09-25,803,78,398,96,447,220,96,32,1289,1,5,7,6,3,19,0,0,0,0,0,0,0,0,803,803,19,1289,4,1,2,4,4124,At Risk Customers - Low Engagement
1992,1964,50,Postgraduate,Relationship,60597.0,0,1,1,2014-01-01,340,2,522,0,257,32,16,66,893,4,2,2,8,7,13,1,0,0,0,0,1,2,0,340,340,13,893,1,4,3,3,1433,New Customers - High Engagement and Value
7851,1949,65,Postgraduate,Single,70165.0,0,0,0,2013-09-22,441,60,161,0,253,199,191,122,926,1,3,7,11,1,22,0,0,0,0,0,0,0,0,441,441,22,926,2,3,1,3,2313,New Customers - High Engagement and Value
8594,1958,56,Postgraduate,Single,50520.0,0,1,1,2014-01-28,313,25,112,0,6,2,1,14,135,2,3,1,3,6,8,0,0,0,0,0,0,0,0,313,313,8,135,1,4,3,2,1432,New Customers - Low Engagement and Value
7059,1963,51,Postgraduate,Relationship,80124.0,0,0,0,2014-06-26,164,47,483,84,398,205,84,241,1495,1,3,7,8,1,19,0,0,1,0,0,0,1,0,164,164,19,1495,1,4,2,4,1424,New Customers - High Engagement and Value
2815,1975,39,Postgraduate,Relationship,33183.0,1,0,1,2014-02-24,286,46,7,5,39,17,15,37,120,2,4,0,3,7,8,0,0,0,0,0,0,0,0,286,286,8,120,1,4,3,2,1432,New Customers - Low Engagement and Value
2416,1969,45,Postgraduate,Single,66582.0,0,0,0,2014-03-03,279,83,789,25,420,16,38,0,1288,1,2,8,9,1,20,0,0,0,0,0,0,0,0,279,279,20,1288,1,4,1,4,1414,New Customers - High Engagement and Value
7999,1955,59,Postgraduate,Relationship,75261.0,0,0,0,2013-04-23,593,17,1239,17,413,23,34,17,1743,1,5,6,5,2,17,0,0,0,1,1,1,3,0,593,593,17,1743,3,2,2,4,3224,At Risk Customers - Low Engagement
9213,1970,44,Postgraduate,Single,31880.0,1,0,1,2012-10-31,767,13,4,1,5,2,0,3,15,1,1,0,2,8,4,0,0,0,0,0,0,0,0,767,767,4,15,4,1,4,1,4141,At Risk Customers - Low Engagement
9697,1951,63,Postgraduate,Relationship,53790.0,0,2,2,2014-06-03,187,86,335,42,127,28,5,5,542,3,7,2,8,6,18,0,0,0,0,0,0,0,0,187,187,18,542,1,4,2,3,1423,New Customers - High Engagement and Value
3916,1971,43,Postgraduate,Relationship,49269.0,1,0,1,2012-08-15,844,92,639,8,166,11,8,58,890,3,7,3,12,7,23,0,0,0,0,0,0,0,0,844,844,23,890,4,1,1,3,4113,At Risk Customers - Low Engagement
2021,1975,39,Postgraduate,Relationship,61456.0,0,1,1,2013-03-27,620,47,563,76,384,84,192,89,1388,4,6,10,13,4,30,0,0,0,0,0,0,0,0,620,620,30,1388,3,2,1,4,3214,At Risk Customers - Low Engagement
